edad,ingreso_anual,gasto_score,visitas_mes,compras_online,fidelidad
20,14799.845742409414,80.84518475815327,13.189100869402052,81.55075163376378,0.3933972646419941
25,17745.90170153858,72.86415330092824,12.509243303911985,92.5922086116242,2.5053890117321367
23,22949.752538736557,61.79239722197984,9.460506591393278,63.41725014282743,0.8369971422165559
26,16170.79337965284,72.94226516904635,13.823842701017261,52.91407738575474,3.406807528732965
20,17828.7064747537,66.08041619048268,9.733503350598152,33.127458541764724,1.177132395002022
21,18232.09093923358,97.04102078059118,11.694040036218967,55.28852734506194,4.969509507745665
21,21393.723528821138,78.84890306076761,16.34083243916094,68.2951473625144,3.467375988327678
17,9012.442664061578,76.5408067095283,10.017497292569562,93.98684861255101,1.2033874303720213
24,15573.198820938813,88.89153824787806,7.281032228781417,80.09700538349453,2.0200138050016103
24,18845.134769117893,68.78248897144113,8.84235842438967,74.5762810706013,2.7536442816334636
23,22800.315825707446,72.33135961995447,14.98289648006287,63.99820508048303,2.783660474226708
22,16032.39020997518,80.68072269248621,12.764193412140628,61.252514241160654,2.442336259976197
17,10493.789175832504,90.2876899142348,11.613367863933739,91.08471396261945,3.25215903696611
21,20478.845783864545,85.01685045168789,10.47271858406529,73.01107811137584,1.8770310533656305
21,15458.550444697483,82.48325142515883,13.45607972265957,38.460989621184666,1.6332823314239668
19,13241.333363638554,80.78117735236016,9.45268544702933,59.89690528154136,1.6531360120753895
22,15502.618441147104,84.00235855526775,12.916996705927788,57.1267595234256,2.858373231972127
24,17261.8985693766,82.01652905129255,9.80623629356113,61.806039862338025,2.3651810403026463
30,15581.021341847149,69.70027725223065,9.307021844174837,78.44365990427627,2.291283665690256
23,9177.735771603724,80.46079221633151,10.087537695524965,68.38832677308626,2.795234249257182
24,21588.264787548527,69.26311341082247,10.873777660548114,68.84701889494507,0.0
22,23099.50016511489,80.81082542900823,11.85351049219889,89.70209741987856,2.3100688238751506
15,20606.087965358023,75.19352058511758,12.706367385333342,59.55308365319967,2.218568888873716
22,13449.257318300733,105.39381622782861,0.9349041257146666,97.96299288831024,3.668808081300705
23,17194.033864209927,79.60105616248288,9.577048326759705,59.93038612943371,0.471412017736333
32,17973.914739082167,65.95760433738411,10.825290067931881,71.33797294918857,3.557186632376758
22,20395.17755824764,78.65819789323075,16.51518611582499,65.78194606895849,2.0754091289246657
24,20673.36195487232,85.19358745637888,8.759992174853604,71.85128700251441,2.488989530660045
22,15063.304804886016,96.73363946152523,12.488389854299738,76.66887992609693,3.6759187876093766
18,18327.982225654243,74.10547600061281,16.485090929207512,76.50752860133315,2.560761268005573
27,19829.121618460966,64.17572025976361,8.061094410158182,58.7032400406913,2.400368289462561
26,23823.289288587068,88.16837011430981,13.181925677593206,53.15627983828644,2.2422911858023182
26,20818.026159298894,66.19401294100349,9.59318449819644,107.54757686358566,1.5165218650056231
19,21156.226749502075,75.63844558492515,10.486098773132296,62.740234905991706,1.9715108754896071
28,18335.306511717445,77.42379514489006,9.590667498140057,80.4881865800798,1.2844872338772513
17,23641.836580814015,79.30366546699892,9.804428074752343,45.88538034215205,1.955433100574518
25,19639.05118383799,86.89164457074335,20.165736443719478,65.80580920142985,0.0
31,14555.648359305718,73.16365717713612,14.533367616214997,68.09200924026335,2.4290395675675485
19,23613.479880500763,77.26270747833239,15.305213585358628,77.09222604891748,1.8782627462163746
20,20791.613090156112,79.85729647050611,13.475980460509488,29.16318788512092,1.6637962633332357
23,16227.823915486071,81.49597957518787,7.181229634794126,72.49210919617497,2.2197580839401434
20,16082.028130403027,80.97827174707923,13.184873910969921,52.75387816948161,0.5664360770345593
16,19186.30218056305,84.3600577522258,15.21878884352204,74.86518566792385,3.9292699966212825
23,19852.739181070338,88.43839509641737,9.439801577882665,54.45506204742756,1.8972325385124003
18,18789.169062524827,83.92634115650968,14.89598000148338,57.16775956111628,1.8541555670278105
24,19245.23469377154,84.53585523509219,14.113008629562238,65.89558584410098,1.0346037898670777
19,24799.829498305524,64.17776833253522,17.55612013444101,54.21505795595207,2.023946382449261
29,22286.17260893954,80.5022769916568,10.746650962459144,62.86698329896968,3.3869598902732805
19,18762.542365060097,84.79507548001608,8.707167053172821,52.09936347185027,3.0359162094320338
21,21765.242323069935,87.2894119457045,10.915115671882363,42.502443224519084,2.854437751140556
26,13869.904385889842,73.07649225766205,16.306712979490868,85.2693557864404,2.5463989516672716
18,19591.708199787237,73.40960725111356,6.514782357474111,50.55926960764107,1.6414574724373903
23,25237.22539893244,74.25899324716401,5.794872853706903,67.31978668588025,0.5498368329632981
28,17127.816418430506,85.36413899891343,12.26818583679484,81.29336622240677,1.798961228133365
16,14609.46428552366,90.33881054924208,10.672232121677531,60.77583846225935,1.7641285354663228
23,15391.644445627757,75.92539892708399,12.023183679527055,57.62251150381693,3.0487944396712408
24,13641.467850630446,89.07962313627048,14.835935313707596,73.39357133001133,2.3093904424598204
26,14860.952367489186,81.23479809164594,10.342291961643443,86.76900734090728,3.6123115279035485
18,16517.967605639886,78.75714222837564,6.380982507208138,52.460271023702965,3.1974885400381745
17,12377.731923285432,77.88615770182031,18.133444671599833,67.74778251973842,1.5435043904959043
25,18062.47333579841,87.46611364602157,9.008315137683672,44.01258107549009,0.20487080338013164
24,21609.108695146588,83.2557781678707,8.822888633963707,64.10198494476715,3.385575233941481
24,14368.975279412318,102.75825427647638,15.311160041167788,70.51307026807113,3.359385223230744
24,24077.135694567074,71.47775357002676,10.846532636875446,57.18063037367401,0.6337884090977739
20,20043.168354110378,85.18101702029976,11.809830443895567,63.145122492621525,3.5092400198275007
23,22122.322342496227,74.70798990188487,13.448370372180953,48.87659847538825,2.382117170592518
24,15368.661784591452,71.30713013011356,15.250749309329986,71.15617917072241,2.160685498125653
20,21418.100908266464,79.89132862965027,10.999617920454684,85.83541373324725,3.6147832542473273
30,13632.264398418749,81.37352479407036,16.5598560177429,53.542841953443045,3.344685173230615
24,21560.990003346036,109.18173555060093,5.592600453795583,60.65992350171426,2.6513309519952037
18,18687.357359174126,78.15854184316798,14.27936171085923,77.53819369681273,2.473217065811983
25,20213.004879939133,68.69821270515317,9.481417325947028,88.18136078984105,2.616394290530359
19,13297.621577500593,82.73010717494385,16.116813949823975,47.60215281686603,1.5999425661174742
26,14419.720630893582,59.25359962453632,12.426133436491636,67.46822893876076,1.944898550267679
27,20388.912873013538,79.08043217395735,9.981284003971794,74.24696233479287,1.0976828454054575
19,14206.607983103197,80.1602528229516,13.988523279064898,68.46915414056728,1.6669602242610813
26,19852.82516839649,87.94600382945211,14.679565041621755,32.848118996843695,1.633366121331067
24,12531.448774159016,89.73622249427846,13.925682368575915,77.51635013963158,1.3646946303783354
26,21392.696850666674,74.96430381092283,8.91091128110082,92.79004526635967,2.136746502648463
30,13069.906740925962,78.49385985370067,10.547948629133746,71.74992626754255,1.6760191492994228
22,20209.199750718093,72.33879169389328,11.987781488635695,54.53340920058605,2.502234720351974
19,20502.523734584003,68.71937445192306,11.876221042049819,62.303091304535755,0.3776793867062347
19,15212.9127262817,83.09894779380635,14.249236426315044,96.5486960148339,1.8866452058927003
19,20328.106268338906,67.264144514034,5.955296302480175,83.64943811290838,2.131551640177496
22,19041.769053334225,75.85373099428136,13.002981163660511,79.60039927576494,1.6893707601631194
24,15844.632575229047,70.04826040100762,11.13005593669008,75.34618875301564,1.8276073001907687
24,13965.781263695168,85.4968318629026,9.484498150848143,60.08294331713542,0.4147539892701426
26,10149.497233309685,98.01430099266489,9.772539666691202,66.99143229016347,2.356477104669492
23,19398.600189198776,66.98412017196668,11.35638700644611,68.83115896482227,2.6476059825670704
28,11740.78891455178,61.46981517102431,1.1967446866214466,78.24361474096666,2.493537294203767
21,18381.37679776523,78.75113114649933,9.89613128762535,92.63378341400355,3.038727059442183
33,16946.207135671004,80.15697795957759,9.37255552606112,86.77507205189693,2.201529605782502
25,20716.571101752783,82.18659306757297,13.598349627967872,48.70923466305939,2.4786811806509372
19,16791.81800204054,75.53679484765655,9.58341995246844,73.35992453351574,2.1560907384568524
18,16682.208854611636,77.99360701174568,11.35465859948853,81.05145017751846,2.687550719592494
24,20927.48281715318,83.67510410540602,16.626829882983905,79.28290495216953,0.4227703638678779
22,19340.23211633647,90.4043089264484,14.98305455944627,60.56149354918871,1.106419032021989
25,19264.623828731113,60.449512296817176,14.706814199830358,113.71163823652543,3.586899657033091
24,19877.070359234105,76.31060560968538,10.500382708767445,50.84373156503322,0.0
22,11857.711507171578,82.13808793941064,13.629096837868957,53.75217330000925,1.8598220701746562
19,21027.15471994793,70.82023895389264,11.298306598639218,73.50392621892364,3.1722749596080684
16,20449.87517605441,97.311696317673,11.411720367969187,101.75204582445781,1.9067393344582353
21,13933.26748569401,73.64590119771263,13.229056031239649,57.45707723943744,1.5949889285493026
26,17023.678105303195,79.58707312992718,10.209019234737202,66.01257451529511,2.1294216768153005
23,17842.770849489476,85.56022096842291,16.479009313329612,86.1594050952354,1.6468798199975534
18,17462.01286239307,74.08715211198106,11.519609581206188,69.732067676684,2.030849492756939
23,19335.439866274137,61.53426952195583,13.855081698778996,64.98094218204557,1.3166189634798704
24,23725.467127324733,75.71345473083467,16.366801437771894,78.4844935283008,3.108674419955724
19,22327.066910691316,90.2944055592704,15.094961323725524,74.0877698534439,3.4232649210656607
23,12751.123226274376,76.63104873214861,7.773242691928426,85.45658178455187,1.8666096778883774
23,20488.279961224194,71.53565698541021,13.334687685029653,89.37203333598045,0.6135105793087567
18,23315.733278141637,89.25672209502721,14.552158183381941,74.60504590008043,1.4761568296866048
24,19547.23408275681,76.69225103976947,14.675589066482246,74.37599088067464,1.816011339897036
25,22363.921700743867,74.89839186349782,8.660115497656108,73.211664734292,2.5055388769032083
27,26049.08178280306,81.49456089663309,10.028894288948027,77.33695834973932,0.991986776829322
27,22094.838184427925,87.70750209618788,14.983674707224864,70.82755956807196,1.2308376813578494
17,18997.234382566916,103.81713531732547,9.714718887952063,69.99087276516566,2.510676137858807
19,22180.353896339013,88.27236107657423,11.100911830007057,87.94940681240864,2.9389088320395578
25,18579.551332387564,91.59839966388344,16.727627428505908,92.74174270532565,1.378405954829316
25,18095.612173139823,74.94033801012145,11.85660224884563,47.386705830498684,0.666782946049004
25,16594.34305714507,69.74131894030523,9.819677586498472,70.15031727610854,5.284118201287884
38,24253.653435328433,80.62331349619123,9.367147929411285,59.66958349832148,2.7833042370887133
25,14726.285336231995,81.07169915259597,12.998157988755564,65.33542800270891,1.7329962382329684
27,24129.470898712465,69.21487258635403,8.000555974568373,76.03774314602983,2.8690312755308396
26,19999.456494961487,78.24705470095986,11.257992108310745,80.04157557313702,1.875543370285578
25,12402.775300792233,83.9931760171913,12.999691604970065,68.31810334582983,2.8671568891001864
21,19470.597171965688,83.6039339501808,15.897449461643003,41.299894979157955,2.159393197776222
26,9599.893969393504,85.04287853384272,14.002644241109987,55.52431629135731,2.091271898167573
19,20502.032067324144,82.90964730137443,9.857804646053463,83.44749505300248,1.8864181317692115
22,21540.925931955964,74.92991340729944,15.535257952691161,28.89360366947603,0.5526186665369102
21,15630.576177391786,74.86099373351156,11.101454887357567,87.81140727523,3.93809489939314
23,18494.19078382233,68.01048602006124,8.292890933851773,77.81844985966812,1.0584660797322565
32,25816.629735001145,97.84775039185095,11.483875922203582,89.74264122295034,0.6399764236894054
15,15977.013182952252,80.13450364619293,16.314507603437107,67.02146219678559,1.7871401172436328
25,13764.369651773599,77.75146944205149,12.495720150194776,39.07891863965642,1.0385281864894933
16,23926.653609850393,70.71207918547542,12.03756559298936,76.45543962259747,1.948287209439729
21,25850.34876212318,109.35657902327779,16.91163493410856,89.11979686057512,2.6877638485617688
27,18014.78268739139,69.26671967777105,7.705935458836719,83.87082708270131,2.995302900529223
23,22045.852141633426,75.71152074393926,8.143202657841684,60.05962774767947,2.8147307216216815
18,23365.903662123525,84.1583683628606,7.152460587099504,71.3014161319397,1.6943679452143197
20,15030.063069846463,86.00212965744278,13.117944559440165,62.007455968301144,2.049591827661586
25,16058.776658528526,89.57932055215684,12.499479381345374,57.711003037159415,2.407879050897491
20,22923.49805261894,98.07608507769262,16.628209101839328,84.33082856769776,0.24221257605792745
23,24740.05711483404,85.06157655460713,12.73042523141031,52.03701533102257,2.5705847001198596
23,20251.52344069742,69.43969200033332,10.787528521562091,56.59275354127581,0.5427007124161685
20,14480.742585991782,77.43054874878219,12.005384618634322,53.43961549791422,4.040346598906489
31,25948.244446797766,83.07832372513884,12.353122255382875,47.6462871505143,1.5954849153583046
25,15876.116408752143,100.68226041505824,6.984716180015499,72.19621437763905,1.8151248228054087
14,16659.448875314192,66.02194521575703,20.13099493300468,87.42254572722965,1.2302929007621446
23,19369.351337958487,92.02576505225227,13.559613054305734,67.22684865632101,1.3700299681443102
20,24216.641682859095,81.79914369546417,12.630024924067767,47.4137829915375,4.27409356914324
26,21415.903906208896,88.3783053522948,13.84549195283574,82.59916809613041,2.9403696886232975
19,19659.462001447642,78.98005283364068,14.128232941759816,95.28552631052457,0.45079755485216166
22,19853.154120472424,71.57567369873674,11.578339543492705,60.30636513780108,3.5042129006852294
25,18174.058674573866,87.50872779401332,10.106276591277899,62.82168599923423,3.1932422751414316
26,20232.558058074024,86.54431027105622,13.798352058965111,77.73490945125091,1.7187875377117114
18,7881.759689222788,89.72056965739722,13.157132521594358,94.32810621677577,2.3066969420298378
21,16813.570163720808,79.86695364621364,9.570329702731776,62.20248781412161,1.9850559205789258
21,18965.287739667125,74.0017797668015,16.25710683410179,50.01325328502692,3.972579904446932
20,13395.943665521972,64.41213004976159,12.880056108968951,79.4712790940861,1.2037098110079096
30,19545.29327124624,88.19373268139407,14.189458086802892,81.98602109713448,2.1460106097757268
24,17182.115116055513,84.23889482443985,16.175762663039755,70.09197175652841,1.5718546690071953
17,25021.90279326196,70.34217367136041,12.065666463494505,61.62800110513824,0.5669595953821458
26,24292.078900859426,74.61426326703376,12.950856020952346,84.91568096488069,4.191638255054987
31,16136.777723527348,75.3324118804856,14.43008171551835,77.92054006821947,0.8184334208975876
27,17396.64915373322,65.17015568017582,9.825416748599842,58.473467246447605,2.220129187487776
16,17704.20973756643,71.82317603394867,12.162154988538003,70.73642096958507,0.2592993936196646
21,16193.36209536151,68.66169643193646,12.376645759953444,49.7243870196303,1.6009294607569067
28,18780.099936112507,75.87520988112064,9.131824344949816,80.2883568465688,2.4219688214334574
20,14966.87172444964,72.61302501670437,18.952910366021634,66.06649645925717,1.1752660204976373
24,13477.538660249895,63.72995079133251,7.778119669522793,63.464337514228944,2.586801850735655
26,20490.844895601076,100.22590230569482,8.105688288938527,69.50688272271348,1.7309589081119174
19,20518.118336887244,92.52540731029231,15.942679727110738,70.60461548995372,3.1600825123986134
22,14782.736961360031,72.20980578480014,14.139798752389627,83.4239509234834,3.3617609133402233
10,21581.4217230504,82.7242139665361,8.922105547557667,78.86635796987832,1.4132552392699882
18,15473.689083338675,84.17465089821295,13.821867045305078,67.65386081810796,2.076732859392957
21,19012.660952151924,91.91085854773476,16.40355133499193,81.45502224578493,2.1834542264722328
18,21281.376050449824,71.81394973339921,11.909210827209042,76.01105880537419,2.6193492954346986
29,17865.549741185147,90.92106783982426,19.79646870022375,63.60100545570944,2.014381996244266
17,19818.96364856454,74.52094695793065,6.827814567395894,68.12922762645272,2.190210959342842
21,15934.281424449713,66.64137595831386,14.081470361577306,67.7766566673532,1.7565935252048805
23,17214.133666287613,87.24136559314498,15.49958500866301,77.57892014761302,2.1152398669720185
28,17176.56227647864,92.90758424122428,14.67403170481574,64.49466077917538,3.2979401935351325
17,15013.686613839043,105.87908973530685,11.386932820063056,64.1438622036755,2.6460832412118545
27,17292.90334753687,68.00274734909786,11.128675553966552,99.53135964150938,2.701255639443369
23,11805.526804545014,86.98919685080789,13.332435513261771,84.09603222620656,2.7230703241355783
19,16035.385011431581,75.90198756206468,14.447263459956208,58.590990033622916,1.8461912221189645
24,16860.498026521316,87.83358710524031,13.807420308847089,78.56411490913297,2.3188270435795304
23,16975.28099001848,65.2951044876875,15.120173672380169,71.77525098482766,0.9148263216642554
20,17034.010216516886,67.37230224301436,8.943390128799795,75.8732676289014,3.268807656316957
23,17752.943200559483,72.24125176833516,11.316687062629097,72.06011986847656,0.0
21,19917.766072344257,80.78964045668084,9.179952203628737,87.84463968227854,1.9128516076645747
23,21498.06829653009,73.58918733461644,10.841661671741575,75.18430516977169,3.140895977150274
25,15400.939092606932,86.5905434391342,15.045662675442916,69.06866952678568,0.6361320663706584
29,13187.196578443421,90.26894618257914,12.323951762175687,85.63285865474526,2.399779917616851
18,13831.82235102759,85.99577541245355,19.82057748944931,73.49927561631807,1.3192335534209731
31,16051.188315220292,96.18787639660869,12.580219101569151,71.82217868993587,1.6311967348111314
15,16592.314728733963,84.15826629455343,12.179075641739209,74.71033903729172,2.9459409606394376
22,14920.01573521017,67.83103289659833,12.318548758320649,68.5958646495045,2.19805692588515
25,12815.533343000421,93.6337651353834,10.086573921420193,70.13840489493204,0.0
24,16175.516690103246,73.94843764394003,11.826490162867218,61.19958116857191,1.0235744602684016
20,18725.706480455887,89.10418499685571,15.383364081334937,58.73249170564182,2.9753357348887595
22,20380.11786334226,95.73734216555107,12.341912004383317,55.021444202763405,2.4489427181929977
21,15770.307787566715,84.56688010730399,9.619620810349586,49.12025069804386,3.7481355725242844
20,16348.008711426264,65.0384118683535,9.224746138564095,56.804239579231655,3.6826475940132974
26,14293.206764610757,70.81787833490209,10.64939432500247,67.38599448299611,1.6577548698532083
24,17874.243318500896,93.22744466885135,12.221590303232642,71.54676373668455,4.503237805069489
20,14606.285463236742,78.30877314357184,15.580759606428785,65.93055155278539,2.0244796698519107
26,20292.5112529648,80.79573534942166,7.97853407590069,34.664447648089634,1.0373314655909747
24,10856.534032263557,87.5882441616361,11.04052116633373,93.61879536643514,1.3663601340894227
26,16561.48131019015,86.96322862080324,12.432930058305237,86.29720184335572,0.0
25,19204.429356766967,82.7879981238546,6.498882697111696,76.68639776825692,3.607019008249281
19,18735.338065290016,77.91331628779534,9.499205151100782,98.61236008829903,3.594761989043864
20,28772.134655921986,76.87331554267642,9.96033438079144,55.33953823774434,0.984492561186679
25,19399.20009827163,88.57898825291343,9.612088878448505,98.31437680939007,1.7721157116180941
25,13983.78161263196,85.53569531067794,12.575668635064943,55.52178884874178,2.0956075441125774
22,17618.143011643708,77.42699999382211,11.518321171494607,73.58106887937035,1.0396469478578862
23,10895.014666134193,90.82112312993141,10.33414169219689,50.89244012298693,0.2448979687288384
28,17677.601002812957,78.70965884870216,13.283887879657906,70.2204114331655,1.7896423962230883
20,14667.775771996965,71.48337825665607,17.16922415293875,75.79249746997583,1.678920570540753
25,21661.56110224065,72.41029301096656,16.917769550225255,67.67964503298168,1.6115887590112248
22,15801.83890161786,70.21259163690235,6.231684683812992,80.70816166135207,2.2227160626009645
22,17532.936336819013,77.27589983396312,13.731216551505419,71.48521674230886,3.429519658525992
27,15457.768634382386,92.33724278336193,11.465930129808484,62.16377907433736,1.6969072803082739
26,24955.405407413324,71.9490481896949,12.465466028596069,61.49780023296491,2.170442998721363
26,16715.028935528353,81.88475761018103,10.805150899372354,82.16370658923545,2.726870523744936
28,25330.228173916807,73.43310654372587,12.352765889661606,60.193869552895485,2.554142926512749
23,21256.607048473066,77.39690958728562,12.454222188216056,83.73104455727406,1.385576475552158
25,19928.266909341546,64.89958788014748,10.26314472795323,88.34067689247897,2.096377123114036
21,19474.93258927008,77.79461770843463,9.310897356524457,44.96929206480805,2.547539820169053
24,19575.189192865007,78.06294620195038,10.653912952141548,86.99389580951552,0.8716486624892223
22,10289.30968261756,85.40287944035695,12.702777793370297,100.90634047667048,3.2635390107965083
23,16884.466423396974,82.23280913255371,13.796989025052792,73.78005641802892,3.4315889052141113
25,21380.631884737286,68.01607875047955,14.56004693202044,78.98626277942233,1.2772197445555062
19,17804.411266103576,90.84198244043543,10.517429930799262,85.55507986553738,2.1936700183481688
31,12379.2406127857,82.10303040221996,12.85153370190821,65.86776527231467,2.6422782566710317
18,17790.382197690124,81.98393517177486,14.887507775859895,72.73420335306804,1.4543858436712473
18,24816.422065021965,79.90817646614862,15.496784685432385,50.28700705565336,2.4816138456880945
27,22987.566862138876,74.8224255277778,11.823501437605433,72.07952542795677,2.1632556262921656
