customer_id,age,visits_per_month,avg_ticket,burgers,pizza,tacos,drinks,desserts,total_items,favorite_category
2447,22,14,491.31,1,3,1,3,1,9,pizza
4838,37,18,700.19,2,2,5,8,0,17,drinks
1350,39,13,675.35,1,3,3,3,4,14,desserts
2370,66,12,648.58,3,2,3,3,2,13,burgers
1472,67,16,513.86,1,1,6,5,0,13,tacos
2355,47,19,396.89,2,1,5,1,0,9,tacos
4847,67,17,713.54,2,4,2,4,2,14,pizza
2465,40,5,1050.84,2,8,3,5,1,19,pizza
4634,39,11,792.84,2,2,10,5,1,20,tacos
2980,61,16,733.46,3,4,2,5,0,14,drinks
3798,52,6,717.86,3,4,2,2,1,12,pizza
2829,45,13,494.56,2,0,5,6,1,14,drinks
2063,41,1,534.61,3,1,4,3,0,11,tacos
4056,54,17,718.36,4,4,1,2,0,11,burgers
4876,57,12,682.91,2,2,4,7,1,16,drinks
2054,43,15,614.12,2,3,1,4,1,11,drinks
4115,19,16,651.36,1,3,5,3,2,14,tacos
2044,23,5,450.26,2,0,7,4,0,13,tacos
3867,25,9,614.26,1,4,2,6,0,13,drinks
4156,42,17,1048.85,1,7,3,5,4,20,pizza
2797,49,4,557.26,4,0,4,3,2,13,burgers
3947,59,16,615.39,3,3,2,4,0,12,drinks
2088,30,6,481.19,1,0,5,5,2,13,tacos
1317,58,11,727.32,1,4,4,4,2,15,pizza
1385,52,10,383.59,1,0,5,6,0,12,drinks
2788,20,14,486.26,3,1,2,4,1,11,drinks
4610,36,16,754.99,4,3,3,3,1,14,burgers
1510,33,7,476.22,0,2,4,7,0,13,drinks
2823,64,4,673.5,4,3,4,2,0,13,burgers
3816,65,9,708.14,2,3,4,3,2,14,tacos
1809,60,12,515.13,0,2,3,8,0,13,drinks
3886,45,15,969.35,3,3,7,4,4,21,tacos
2223,43,15,386.6,4,0,1,2,0,7,burgers
4234,34,7,892.06,4,3,5,8,0,20,drinks
3316,58,18,755.02,1,3,5,10,0,19,drinks
3187,22,2,705.32,0,5,2,6,1,14,drinks
1707,32,3,996.67,3,4,3,7,4,21,drinks
2852,25,1,597.64,2,3,1,7,0,13,drinks
4426,43,18,649.64,5,1,5,3,0,14,burgers
1078,33,4,668.46,1,2,6,8,1,18,drinks
4034,28,12,1094.39,4,5,2,12,1,24,drinks
2971,37,16,1098.68,3,2,13,9,2,29,tacos
3877,62,15,594.65,1,2,5,5,1,14,tacos
3653,47,19,554.92,2,2,4,5,0,13,drinks
2728,60,2,592.49,1,2,2,8,1,14,drinks
2234,65,8,642.46,3,3,2,5,0,13,drinks
3509,64,10,1034.72,3,5,6,6,2,22,tacos
1560,36,14,619.49,0,4,6,2,0,12,tacos
3336,63,12,766.27,4,1,3,9,2,19,drinks
1378,65,11,355.46,1,1,4,2,0,8,tacos
3599,67,6,670.32,1,4,3,4,0,12,pizza
3514,36,3,811.46,1,5,4,7,0,17,drinks
1337,29,9,1020.77,3,7,3,4,1,18,pizza
4029,48,5,545.01,3,0,3,6,2,14,drinks
2663,66,11,962.4,1,8,4,4,0,17,pizza
4147,64,16,991.3,5,3,4,8,2,22,drinks
1166,47,11,704.54,2,3,3,4,3,15,drinks
1717,25,12,698.74,2,3,3,7,1,16,drinks
2975,39,1,456.96,1,3,0,3,1,8,pizza
1752,55,13,808.99,3,2,6,9,0,20,drinks
2319,47,9,600.38,2,0,4,10,1,17,drinks
3642,35,3,499.62,1,1,6,5,1,14,tacos
1578,35,5,915.86,1,5,6,4,3,19,tacos
3710,21,15,606.59,2,2,3,6,1,14,drinks
1413,33,18,661.06,3,2,4,4,0,13,tacos
1700,52,10,830.06,3,2,6,9,1,21,drinks
3350,30,19,297.3,0,0,4,6,0,10,drinks
4173,69,4,730.43,2,3,5,3,2,15,tacos
1682,22,6,684.78,1,3,6,4,1,15,tacos
2199,48,18,450.53,1,3,1,3,0,8,pizza
4700,43,4,1078.97,5,6,5,2,1,19,pizza
4958,61,13,577.65,0,2,3,7,2,14,drinks
3324,64,5,840.9,1,4,3,7,3,18,drinks
2788,46,7,1181.1,3,8,5,6,0,22,pizza
2387,50,10,532.1,1,1,6,7,0,15,drinks
3449,54,7,739.33,1,3,8,7,0,19,tacos
3363,45,17,586.91,3,1,2,6,2,14,drinks
2179,27,19,599.51,3,2,3,4,0,12,drinks
1091,40,10,746.13,1,3,7,7,0,18,tacos
1605,30,10,673.56,1,4,3,6,1,15,drinks
4834,42,2,480.76,2,2,3,4,0,11,drinks
2672,49,5,943.48,2,4,8,9,1,24,drinks
2929,28,1,474.29,2,1,3,5,0,11,drinks
2868,30,17,682.91,3,4,3,2,0,12,pizza
4130,60,5,917.73,0,6,6,7,1,20,drinks
1259,37,7,313.98,0,1,2,5,0,8,drinks
1330,28,17,756.4,3,4,0,7,1,15,drinks
2103,55,14,598.99,3,1,5,6,0,15,drinks
2946,55,12,1028.55,2,5,5,8,2,22,drinks
3684,60,1,616.29,3,1,3,8,0,15,drinks
2962,57,11,378.81,1,1,1,4,1,8,drinks
2764,69,11,745.97,2,3,6,5,0,16,tacos
4751,47,7,867.25,2,6,4,3,0,15,pizza
1644,32,15,749.96,3,3,3,2,4,15,desserts
3286,62,18,831.74,3,4,1,8,1,17,drinks
3168,31,5,543.42,1,2,4,6,1,14,drinks
2893,33,7,624.52,1,2,4,10,0,17,drinks
4230,61,7,1159.54,3,6,4,6,4,23,pizza
2067,63,16,512.59,3,1,2,3,2,11,burgers
4815,35,2,788.93,1,5,5,0,3,14,pizza
2326,55,18,977.74,5,4,4,3,2,18,burgers
3180,65,15,468.71,1,1,3,6,1,12,drinks
3082,59,10,794.67,3,3,5,4,2,17,tacos
4399,18,12,1004.38,5,4,5,6,1,21,drinks
2755,52,17,637.31,1,3,4,7,0,15,drinks
2138,26,15,680.76,4,3,2,4,0,13,burgers
1086,62,6,652.65,4,1,4,5,1,15,drinks
2454,21,1,867.08,2,5,3,8,0,18,drinks
4305,69,13,664.72,2,2,5,6,1,16,drinks
1039,27,3,524.6,0,3,3,6,0,12,drinks
4584,39,2,806.51,5,2,3,5,2,17,burgers
3171,30,19,602.3,2,3,3,5,0,13,drinks
1560,60,10,666.01,1,2,4,8,2,17,drinks
2208,38,13,613.41,2,1,2,10,1,16,drinks
3216,56,5,476.63,2,1,5,4,0,12,tacos
2262,21,2,635.02,2,2,6,3,1,14,tacos
1434,41,2,629.16,2,2,4,5,1,14,drinks
3663,65,7,616.2,0,4,4,2,1,11,pizza
3688,66,1,981.7,6,2,5,7,2,22,drinks
1475,28,8,600.18,3,1,6,5,0,15,tacos
2124,38,7,628.96,2,1,5,6,2,16,drinks
1975,39,11,724.6,3,4,2,5,0,14,drinks
3637,47,12,671.26,1,2,8,5,1,17,tacos
3921,45,6,568.9,2,3,2,5,0,12,drinks
3907,23,9,653.62,1,2,3,7,3,16,drinks
4755,57,2,690.48,2,3,6,3,0,14,tacos
4074,29,6,656.46,3,2,3,6,0,14,drinks
2282,34,19,833.51,2,4,5,4,2,17,tacos
1430,61,19,734.28,4,2,4,4,2,16,burgers
3458,53,10,990.53,2,5,6,6,2,21,tacos
4664,38,18,381.42,0,2,5,1,0,8,tacos
4900,65,10,324.14,0,0,2,4,3,9,drinks
1920,38,3,958.94,1,5,4,9,2,21,drinks
1945,47,17,903.82,2,4,9,6,0,21,tacos
1149,30,8,598.06,2,2,5,5,0,14,tacos
1565,27,12,574.64,2,2,1,5,2,12,drinks
3219,43,13,538.1,3,3,1,1,1,9,burgers
3187,47,6,886.64,2,5,4,8,0,19,drinks
2483,59,14,745.7,0,6,3,4,0,13,pizza
2239,38,10,934.97,3,5,2,7,1,18,drinks
4319,64,7,1042.58,1,7,7,4,2,21,pizza
2840,49,6,605.64,3,2,7,1,0,13,tacos
4233,21,15,548.58,1,4,0,2,2,9,pizza
4852,56,5,544.99,3,2,4,4,0,13,tacos
2268,47,3,814.44,0,5,5,4,2,16,pizza
1810,38,17,284.43,1,1,1,2,0,5,drinks
4811,42,7,438.12,1,1,4,6,0,12,drinks
3539,33,13,787.85,0,5,2,9,2,18,drinks
2163,49,14,1135.45,2,7,5,7,2,23,pizza
3487,47,16,917.46,4,3,5,6,2,20,drinks
3060,41,12,1091.43,5,4,8,4,1,22,tacos
4622,32,14,1185.45,3,8,4,5,2,22,pizza
2023,38,16,764.76,1,4,5,4,2,16,tacos
4965,43,18,610.74,2,2,3,8,0,15,drinks
4744,42,1,681.74,3,2,5,1,3,14,tacos
1722,34,15,697.88,6,2,0,2,1,11,burgers
1658,48,4,465.06,0,1,3,6,1,11,drinks
3132,29,17,549.23,2,1,7,3,0,13,tacos
1179,44,1,753.8,2,4,4,2,3,15,pizza
2195,24,5,538.9,0,2,7,4,0,13,tacos
2740,42,4,970.96,2,6,3,6,2,19,pizza
4877,58,12,595.74,3,3,1,2,1,10,burgers
4969,60,1,522.37,0,3,4,3,1,11,tacos
1606,54,1,518.9,2,2,5,2,0,11,tacos
4566,56,10,990.69,4,5,5,4,1,19,pizza
1363,21,19,713.99,1,3,4,7,2,17,drinks
3994,35,11,1064.82,3,6,4,8,1,22,drinks
4382,52,9,651.03,2,3,3,6,0,14,drinks
4563,59,13,586.27,1,3,1,8,0,13,drinks
1893,48,11,560.86,2,2,4,4,1,13,tacos
4573,62,8,882.67,0,6,4,9,0,19,drinks
1463,32,12,656.08,3,4,3,1,0,11,pizza
3075,25,1,630.93,3,3,2,2,1,11,burgers
2878,22,5,814.41,2,3,4,8,1,18,drinks
2263,48,13,778.19,2,4,1,11,0,18,drinks
1088,52,7,878.88,3,3,4,10,1,21,drinks
4088,32,2,402.82,1,0,5,6,0,12,drinks
2342,58,3,609.45,1,4,3,4,0,12,pizza
3646,56,17,636.91,2,3,2,6,1,14,drinks
2640,36,7,732.94,2,2,4,8,2,18,drinks
2494,30,1,621.77,1,3,5,4,1,14,tacos
4545,56,14,788.33,2,2,7,7,1,19,tacos
1377,52,11,451.53,2,1,4,3,0,10,tacos
3946,26,9,645.01,2,2,4,4,3,15,tacos
3987,31,18,527.49,1,2,5,4,0,12,tacos
2519,43,6,797.19,1,4,4,5,3,17,drinks
2049,44,11,727.62,2,3,5,6,1,17,drinks
1021,26,15,789.37,3,2,5,10,0,20,drinks
4747,67,12,579.45,3,3,1,3,0,10,burgers
4790,38,4,703.17,1,3,4,6,1,15,drinks
1963,37,13,678.2,2,4,4,2,1,13,pizza
1127,21,15,402.38,0,1,3,7,0,11,drinks
1491,63,3,1136.74,5,6,2,6,3,22,pizza
1270,30,4,888.25,3,4,6,5,1,19,tacos
4324,69,13,580.09,0,3,7,4,0,14,tacos
4567,43,3,574.17,2,2,3,5,0,12,drinks
1613,63,17,605.84,3,1,4,6,0,14,drinks
3986,27,3,517.5,0,2,4,5,1,12,drinks
1717,26,19,642.58,2,2,4,5,2,15,drinks
2468,59,13,598.37,1,3,3,7,0,14,drinks
3397,60,9,680.46,0,4,4,6,1,15,drinks
3879,46,6,547.43,2,1,4,4,1,12,tacos
4498,19,7,720.26,2,2,9,4,0,17,tacos
1179,67,15,624.3,0,1,6,9,1,17,drinks
1785,38,15,478.81,0,2,5,5,0,12,tacos
2122,66,4,944.92,0,6,5,9,1,21,drinks
2241,63,11,794.5,2,3,2,6,4,17,drinks
4992,62,19,623.88,2,3,0,7,1,13,drinks
4109,53,5,603.9,0,3,8,3,0,14,tacos
2281,53,14,834.65,1,4,4,9,2,20,drinks
4887,45,4,512.75,1,1,5,6,1,14,drinks
2997,19,16,761.23,4,2,3,7,0,16,drinks
3002,38,4,749.21,3,4,4,2,1,14,pizza
2734,55,6,692.27,1,2,6,4,3,16,tacos
1575,60,9,496.81,2,1,6,4,0,13,tacos
4737,47,8,811.14,2,5,2,4,2,15,pizza
1055,54,4,749.21,3,2,6,8,0,19,drinks
1697,19,13,715.77,1,4,5,4,1,15,tacos
1918,42,1,818.61,3,4,5,4,0,16,tacos
2117,44,19,774.24,4,3,4,2,2,15,burgers
1527,64,1,628.44,2,3,3,2,1,11,pizza
1071,34,7,471.68,1,1,5,5,0,12,tacos
3710,29,18,564.04,1,4,3,0,1,9,pizza
4877,36,3,632.89,1,3,3,8,0,15,drinks
1487,26,2,327.57,0,1,3,5,0,9,drinks
2186,47,15,665.57,2,2,6,2,3,15,tacos
3025,51,2,559.79,4,1,3,2,1,11,burgers
4710,59,18,999.9,0,6,12,5,0,23,tacos
3777,68,9,684.63,4,2,3,6,0,15,drinks
4064,21,17,718.37,3,3,3,5,1,15,drinks
3324,30,5,753.74,1,4,5,4,1,15,tacos
2668,33,3,773.25,3,1,6,8,2,20,drinks
1799,30,19,615.54,2,1,6,4,2,15,tacos
4457,61,15,1127.86,5,5,4,11,0,25,drinks
4216,25,18,838.07,3,4,3,7,1,18,drinks
1100,19,7,509.32,1,3,1,6,0,11,drinks
3861,62,8,592.81,1,0,3,11,3,18,drinks
1337,67,11,926.76,2,6,4,6,1,19,pizza
3955,29,9,700.03,0,4,3,9,0,16,drinks
4303,35,5,919.15,8,2,4,4,0,18,burgers
1524,44,8,945.62,5,5,4,4,0,18,burgers
2735,45,12,760.24,6,2,4,3,0,15,burgers
1495,69,1,698.13,1,2,6,9,0,18,drinks
3269,39,7,469.22,1,3,1,2,1,8,pizza
4710,18,6,520.03,2,1,3,5,2,13,drinks
1323,39,2,714.05,2,5,4,0,0,11,pizza
2590,46,3,565.2,1,2,5,5,0,13,tacos
4892,44,10,524.39,1,1,7,4,0,13,tacos
2203,44,2,690.34,4,1,7,2,2,16,tacos
1528,65,7,1042.37,3,6,3,4,2,18,pizza
2954,59,11,747.05,1,4,4,6,1,16,drinks
3033,31,17,603.56,1,2,4,7,1,15,drinks
3651,36,2,826.07,3,3,5,8,0,19,drinks
2254,52,9,572.06,1,3,6,1,0,11,tacos
4822,39,2,581.18,2,1,7,2,1,13,tacos
3084,40,9,803.05,1,5,4,6,1,17,drinks
2145,26,10,803.36,2,4,4,8,0,18,drinks
4841,31,16,619.42,2,4,4,1,0,11,pizza
4699,56,9,637.09,1,2,4,8,2,17,drinks
2996,61,18,875.09,3,5,2,4,2,16,pizza
1099,58,3,908.83,4,4,6,4,0,18,tacos
3387,34,2,519.23,1,2,5,3,1,12,tacos
3220,25,1,376.83,0,2,6,0,0,8,tacos
1592,26,7,781.92,2,3,6,5,2,18,tacos
3535,38,4,599.73,3,2,3,4,0,12,drinks
4363,44,2,529.5,1,2,4,6,0,13,drinks
1423,64,5,485.68,1,2,4,4,1,12,tacos
3893,64,19,421.6,1,1,6,2,0,10,tacos
1561,18,16,796.27,2,3,6,7,1,19,drinks
3995,54,1,683.66,2,2,7,5,1,17,tacos
2676,33,18,635.23,3,1,2,9,1,16,drinks
1026,28,4,493.59,2,1,3,6,0,12,drinks
4864,46,8,703.86,2,4,4,4,0,14,pizza
1663,19,7,631.55,1,3,4,5,1,14,drinks
3384,35,8,640.86,4,2,5,3,0,14,tacos
1725,46,15,455.42,2,1,2,5,1,11,drinks
4732,32,14,685.74,3,3,1,4,2,13,drinks
3953,48,12,884.27,2,6,4,4,0,16,pizza
4217,41,12,1044.36,4,6,5,4,1,20,pizza
2728,59,14,851.81,2,3,8,5,1,19,tacos
2869,27,4,705.51,0,3,5,6,3,17,drinks
3537,20,8,295.47,0,1,1,6,0,8,drinks
4139,45,3,703.14,3,2,4,6,1,16,drinks
4387,31,14,571.8,2,2,4,3,1,12,tacos
1071,54,9,655.79,2,1,8,5,1,17,tacos
3654,22,13,1184.09,3,9,4,3,1,20,pizza
1436,47,11,850.89,1,5,5,4,2,17,pizza
2151,69,6,591.74,2,2,4,3,1,12,tacos
4317,22,3,465.39,3,1,0,7,0,11,drinks
2002,33,19,918.45,3,2,5,11,3,24,drinks
4187,61,6,656.63,3,3,2,5,0,13,drinks
2852,45,3,806.93,1,5,5,2,2,15,pizza
1930,27,6,618.15,0,5,6,1,0,12,tacos
2336,29,18,717.73,4,2,2,5,2,15,drinks
3123,57,5,813.09,4,3,5,4,0,16,tacos
4060,62,19,455.01,1,2,3,2,1,9,tacos
3424,36,9,586.32,2,3,3,3,0,11,pizza
4732,42,17,467.07,1,2,4,3,0,10,tacos
4470,58,13,1245.78,5,7,3,8,1,24,drinks
4013,27,1,1233.71,2,7,6,6,4,25,pizza
3412,28,10,794.18,0,5,6,4,2,17,tacos
2159,58,8,638.31,0,5,3,5,0,13,pizza
2650,27,4,801.57,1,4,3,6,3,17,drinks
1475,58,11,835.86,2,4,3,7,2,18,drinks
2496,43,2,677.47,3,3,4,2,0,12,tacos
4705,69,14,916.92,5,4,2,7,1,19,drinks
2703,19,16,863.44,3,3,7,5,1,19,tacos
1454,67,2,695.35,4,2,5,3,1,15,tacos
3607,29,10,524.17,0,3,3,4,1,11,drinks
4850,19,13,738.24,2,3,5,5,1,16,tacos
4469,55,2,764.98,2,3,5,5,2,17,tacos
2096,45,8,852.02,3,4,4,4,2,17,pizza
2815,61,5,237.35,0,0,5,0,1,6,tacos
3124,23,1,730.79,1,3,5,6,2,17,drinks
1991,22,16,465.47,2,2,2,4,0,10,drinks
2074,47,9,706.51,1,3,5,9,0,18,drinks
1946,63,15,939.32,2,4,4,10,2,22,drinks
4978,39,12,706.13,7,0,4,3,1,15,burgers
3984,59,17,862.95,5,2,5,5,2,19,burgers
4363,65,19,1053.43,2,7,3,7,2,21,pizza
